title,company,salary,technical_skill,location,image_url,job_url,cluster
ioc analyst,code88,Negotiable,itil active aws cdn kubernetes isp docker directory grafana prometheus lanwan dhcp nginx dns,"Tân Bình, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/CODE88-logo.jpg,https://www.itjobs.com.vn/en/job/81685/ioc-analyst,0
cv/cvcc kiến trúc giải pháp,pvcombank,Negotiable,oauth2 spring kubernetes docker boot ood websocket edd springmvc restful maven saas saml java ddd design soa patterns paas api microservices security,"Hoàn Kiếm, Hà Nội",https://www.itjobs.com.vn/upload/Employer/PVcomBank-logo.jpg,https://www.itjobs.com.vn/en/job/81659/cv-cvcc-kien-truc-giai-phap,8
middle frontend developer,devdirect,Negotiable,nextjs nodejs javascript babel css git confluence json reactjs jira html5 yarn npm nuxtjs webpack,"Quận 1, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/DevDirect-logo.jpg,https://www.itjobs.com.vn/en/job/81667/middle-frontend-developer,2
senior database administrator,nab innovation centre vietnam,Negotiable,oracle dba postgresql,"Tan Binh, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/NAB-Innovation-Centre-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81668/senior-database-administrator,6
head of tech,firegroup,Negotiable,saas ecommerce,"Quận 11, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/FireGroup-logo.jpg,https://www.itjobs.com.vn/en/job/81669/head-of-tech,6
cloud securit engineer,hcltech vietnam,Negotiable,testing penetration information cicd iam security,"Tu Liem, Hà Nội",https://www.itjobs.com.vn/upload/Employer/HCLTech-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81670/cloud-securit-engineer,6
qc engineer,tog recruitment,Up to 50000000VND,performance grey testing qa automation manual test api black white ms azure box qc case,"Quận 3, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/TOG-recruitment-logo.jpg,https://www.itjobs.com.vn/en/job/81658/qc-engineer,3
it support specialist,bosch global software technologies (bgsv),Negotiable,itil python sql oracle ms powershell perl,"Tân Bình, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Bosch-Global-Software-Technologies-(BGSV)-logo.jpg,https://www.itjobs.com.vn/en/job/81654/it-support-specialist,5
manual qa/qc tester,buymed,Negotiable,testing qa mobile postman sql query manual tester api qc web,"Quận 1, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Buymed-logo.jpg,https://www.itjobs.com.vn/en/job/81655/manual-qa-qc-tester,3
c++ developer,fpt software hn,Up to 2500,stl mercurial git algorithm svn c++,"Cầu Giấy, Hà Nội",https://www.itjobs.com.vn/upload/Employer/FPT%20Software%20HN-logo.jpg,https://www.itjobs.com.vn/en/job/81656/c-developer,6
business analyst,elca vietnam,Negotiable,data sql ba ms modeling,"Bình Thạnh, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/ELCA%20Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81609/business-analyst,5
cloud data engineer,hcltech vietnam,Negotiable,data warehouse kubernetes dataops docker factory redshift google airflow athena bigquery analytics ms azure dataflow glue apache aws python sql gitops s3 lake emr databricks amazon synapse gcp microservices,"Tu Liem, Hà Nội",https://www.itjobs.com.vn/upload/Employer/HCLTech-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81611/cloud-data-engineer,0
senior automation tester,capgemini vietnam,Negotiable,bdd testng devops jenkins python selenium confluence git maven appium jmeter jira java c# azure postman cucumber,"Phú Nhuận, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Capgemini%20Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81605/senior-automation-tester,8
senior / lead software engineer,opswat,Negotiable,ood oop rest confluence git api jira teamcity c++ bitbucket,"Quận 3, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/OPSWAT-logo.jpg,https://www.itjobs.com.vn/en/job/81612/senior---lead-software-engineer,1
experienced embedded software engineer,renesas design vietnam,Negotiable,java assembly linux android c embedded c++,"Quận 7, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Renesas%20Design%20Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81602/experienced-embedded-software-engineer,8
mobile developer,robust tech house,Negotiable,kotlin swift android ios,"Tân Bình, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Robust%20Tech%20House-logo.jpg,https://www.itjobs.com.vn/en/job/81599/mobile-developer,1
mid/sr. fullstack engineer,smg swiss marketplace group,Negotiable,nodejs vuejs javascript typescript,"Quận 10, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/SMG-Swiss-Marketplace-Group-logo.jpg,https://www.itjobs.com.vn/en/job/81595/mid-sr.-fullstack-engineer,2
fullstack developer (vuejs & nodejs),tog recruitment,Up to 77000000VND,nosql edd apache vuejs data kafka rdbms expressjs nodejs hapijs javascript stream flink microservices,"Quận 3, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/TOG-recruitment-logo.jpg,https://www.itjobs.com.vn/en/job/81245/fullstack-developer-vuejs-nodejs,2
c# fullstack developer,tog recruitment,Up to 43000000VND,nextjs hubspot css git restful wcf ms c# azure web stripe typescript sql angular2 core openxml html aspnet kendo graph ui knockoutjs api,"Quận 3, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/TOG-recruitment-logo.jpg,https://www.itjobs.com.vn/en/job/81251/c-fullstack-developer,4
data science manager,asia commercial bank - acb,Negotiable,excel python word machine deep powerpoint ms r learning,"Quận 3, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Asia-Commercial-Bank---ACB-logo.jpg,https://www.itjobs.com.vn/en/job/81648/data-science-manager,6
data science director,techcombank,Negotiable,spark apache data python sql tensorflow analysis machine c scala ms deep java c++ learning,"Hai Bà Trưng, Hà Nội",https://www.itjobs.com.vn/upload/Employer/Techcombank-logo.jpg,https://www.itjobs.com.vn/en/job/81650/data-science-director,5
director devsecops,techcombank,Negotiable,security iac devsecops information,"Hai Bà Trưng, Hà Nội",https://www.itjobs.com.vn/upload/Employer/Techcombank-logo.jpg,https://www.itjobs.com.vn/en/job/81651/director-devsecops,6
senior tester,msb,Negotiable,plan testing qa mobile automation database manual tester test api qc case,"Đống Đa, Hà Nội",https://www.itjobs.com.vn/upload/Employer/MSB-logo.jpg,https://www.itjobs.com.vn/en/job/81652/senior-tester,3
8 senior .net developers,home credit vietnam,Negotiable,oauth2 kubernetes docker jwt dependency websocket entity rest cicd ms c# injection sql core aspnet grpc oracle net microservices,"Quận 2, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Home-Credit-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81653/8-senior-.net-developers,5
senior project manager,asia commercial bank - acb,Negotiable,pmp project jira ms,"Quận 3, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Asia-Commercial-Bank---ACB-logo.jpg,https://www.itjobs.com.vn/en/job/81649/senior-project-manager,6
senior/middle php developer,got it,Negotiable,mariadb laravel codeigniter vuejs css restful redis aws python design symfony mysql csrf bootstrap patterns xss nodejs linux php memcached api,"Tây Hồ, Hà Nội",https://www.itjobs.com.vn/upload/Employer/Got-It-logo.jpg,https://www.itjobs.com.vn/en/job/81596/senior-middle-php-developer,7
devops engineer (atlassian tools),renesas design vietnam,Negotiable,devops linux confluence git jira svn bitbucket,"Quận 7, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Renesas%20Design%20Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81603/devops-engineer-atlassian-tools,6
staff ai engineer,doctor anywhere vietnam,Negotiable,scikitlearn keras docker intelligence kubeflow cicd git ms learning mlflow aws python sql vision machine computer artificial pandas nlp ai tensorflow llm pytorch gcp microservices,"Quận 3, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Doctor-Anywhere-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81601/staff-ai-engineer,0
front end developer,robust tech house,Negotiable,vuejs aws rest javascript css git trello api json reactjs uiux html5 https http bootstrap bitbucket,"Tân Bình, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Robust%20Tech%20House-logo.jpg,https://www.itjobs.com.vn/en/job/81597/front-end-developer,2
golang bridge software engineer,money forward vietnam,Negotiable,se golang bridge,"Quận 4, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Money-Forward-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81642/golang-bridge-software-engineer,6
ruby on rails developer,mealsuite,Negotiable,ruby oop github sql on sidekiq restful git redis api ms postgresql rails,"Quận 7, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/MealSuite-logo.jpg,https://www.itjobs.com.vn/en/job/81643/ruby-on-rails-developer,7
senior golang engineer,global fashion group,Negotiable,nosql rdbms kubernetes golang docker microservices elasticsearch,"Quận 4, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Global-Fashion-Group-logo.jpg,https://www.itjobs.com.vn/en/job/81644/senior-golang-engineer,6
senior java engineer,global fashion group,Negotiable,nosql patterns spring data design sql tdd algorithm api ms java boot structure,"Quận 4, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Global-Fashion-Group-logo.jpg,https://www.itjobs.com.vn/en/job/81645/senior-java-engineer,8
15 fullstack developers,rikkeisoft,Negotiable,ruby oop github aws css3 gcp javascript angularjs on git restful api postgresql html5 rails,"Từ Liêm, Hà Nội",https://www.itjobs.com.vn/upload/Employer/Rikkeisoft-logo.jpg,https://www.itjobs.com.vn/en/job/81646/15-fullstack-developers,7
it senior server administration (linux),dai-ichi life vietnam,Negotiable,administration active redhat system python sql cicd linux docker directory commvault ms java bash waf dns,"Phú Nhuận, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Dai-ichi%20Life%20Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81647/it-senior-server-administration-linux,5
senior/expert aws cloud engineer,smg swiss marketplace group,Negotiable,lambda route53 aws cloudfront s3 iam cloudwatch serverless amazon cloudformation dynamodb,"Quận 10, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/SMG-Swiss-Marketplace-Group-logo.jpg,https://www.itjobs.com.vn/en/job/81590/senior-expert-aws-cloud-engineer,6
middle/senior automation qa,noveo vietnam,Negotiable,testing qa mobile cypress selenium automation manual java qc web,"Quận 1, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Noveo-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81591/middle-senior-automation-qa,3
middle - senior backend developer,hdbank,Negotiable,python git oop,"Quận 1, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/HDBank-logo.jpg,https://www.itjobs.com.vn/en/job/81586/middle---senior-backend-developer,6
automation tester,kms technology,Negotiable,jasmine testng testing python nightwatch selenium automation javascript mocha playwright java groovy katalon cucumber,"Tân Bình, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/KMS-Technology-logo.jpg,https://www.itjobs.com.vn/en/job/81592/automation-tester,8
senior software engineer,motorola solutions,Negotiable,net sql ms postgresql,"Phu Nhuan, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Motorola-Solutions-logo.jpg,https://www.itjobs.com.vn/en/job/81637/senior-software-engineer,5
software engineer ii,motorola solutions,Negotiable,opencv linux c ffmpeg gstreamer c++ library,"Phu Nhuan, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Motorola-Solutions-logo.jpg,https://www.itjobs.com.vn/en/job/81638/software-engineer-ii,6
solution architect / technical architect,tyme,Negotiable,java spring aws,"Binh Thanh, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/TYME-logo.jpg,https://www.itjobs.com.vn/en/job/81585/solution-architect---technical-architect,8
java team leader,hdbank,Negotiable,spring data kubernetes docker boot oop confluence git maven svn java gradle structure apache aws kafka core algorithm jira jpa microservices security,"Quận 1, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/HDBank-logo.jpg,https://www.itjobs.com.vn/en/job/81587/java-team-leader,8
qa automation engineer,mealsuite,Negotiable,bdd testing qa aws browserstack cicd automation selenium serenity appium tester java qc cucumber,"Quận 7, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/MealSuite-logo.jpg,https://www.itjobs.com.vn/en/job/81588/qa-automation-engineer,3
10 senior c# .net developers,song technologies,Negotiable,mvc testing ci entity sql git unit ms aspnet net c# mongodb,"Bình Thạnh, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Song-Technologies-logo.jpg,https://www.itjobs.com.vn/en/job/81589/10-senior-c-.net-developers,5
middle/senior backend developer,mb ageas life,Negotiable,apache spring kafka sql linux restful git redis memcached api ms svn java rabbitmq,"Đống Đa, Hà Nội",https://www.itjobs.com.vn/upload/Employer/MB-Ageas-Life-logo.jpg,https://www.itjobs.com.vn/en/job/81593/middle-senior-backend-developer,7
data scientist,abbank,Negotiable,hadoop apache spark python sql eda machine scala elasticsearch ms java r learning,"Quận 1, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/ABBank-logo.jpg,https://www.itjobs.com.vn/en/job/81580/data-scientist,5
technical lead devops,simpson strong-tie vietnam,Negotiable,devops gitflow aws sql codepipeline cicd mysql iac postgresql teamcity ms terraform mongodb powershell azure bitbucket,"Tân Bình, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Simpson-Strong-Tie-Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81581/technical-lead-devops,0
ux designer,code88,Negotiable,photoshop figma javascript css html hotjar uiux indesign xd illustrator sketch adobe,"Tân Bình, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/CODE88-logo.jpg,https://www.itjobs.com.vn/en/job/81359/ux-designer,4
senior/mid fullstack engineer,laconic,Negotiable,devops oozie rdbms eks cloudfront django spark sqs gitflow airflow cicd ecs waf fastapi apache aws python gitlab circleci s3 sonarqube rds amazon terraform cloudformation pandas yarn numpy github,"Quận 10, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Laconic-logo.jpg,https://www.itjobs.com.vn/en/job/81358/senior-mid-fullstack-engineer,0
ruby developer,rikkeisoft,Negotiable,ruby github design database on angularjs git postgresql rails,"Từ Liêm, Hà Nội",https://www.itjobs.com.vn/upload/Employer/Rikkeisoft-logo.jpg,https://www.itjobs.com.vn/en/job/81577/ruby-developer,6
java developer,vetc vietnam,Negotiable,edd patterns ddd apache oop spring design sql hibernate kafka restful cqrs json ms java microservices rabbitmq boot,"Cầu Giấy, Hà Nội",https://www.itjobs.com.vn/upload/Employer/VETC%20Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81575/java-developer,8
technical support engineer,buymed,Negotiable,app ux mobile,"Quận 1, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Buymed-logo.jpg,https://www.itjobs.com.vn/en/job/81627/technical-support-engineer,6
senior devsecops,techcombank,Negotiable,dlp windows postgresql palo cisco cicd nac git devsecops ms pam sql ddos firewall networks checkpoint jenkins linux iam oracle unix alto,"Hai Bà Trưng, Hà Nội",https://www.itjobs.com.vn/upload/Employer/Techcombank-logo.jpg,https://www.itjobs.com.vn/en/job/81631/senior-devsecops,5
qa engineer,unifiedpost,Negotiable,testing qa jenkins rest automation maven tester jira gcp oauth http qc,"Binh Thanh, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Unifiedpost-logo.jpg,https://www.itjobs.com.vn/en/job/81632/qa-engineer,3
senior java developer,unifiedpost,Negotiable,javaee spring rest cicd git maven junit java boot,"Binh Thanh, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Unifiedpost-logo.jpg,https://www.itjobs.com.vn/en/job/81634/senior-java-developer,8
senior frontend engineer,zien solutions,Negotiable,typescript cicd push notification multithreading dart flutter,"Bình Thạnh, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Zien-Solutions-logo.jpg,https://www.itjobs.com.vn/en/job/81573/senior-frontend-engineer,6
it qa & governance,dai-ichi life vietnam,Negotiable,csf ips testing siem iso penetration ids pci information dss nist pam mdm security,"Phú Nhuận, TP Hồ Chí Minh",https://www.itjobs.com.vn/upload/Employer/Dai-ichi%20Life%20Vietnam-logo.jpg,https://www.itjobs.com.vn/en/job/81614/it-qa-governance,6
